dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
2,-7.194864148050283,7.802784586252614e-07,-1.6088205323916542
5,-2.669079455532357,0.015166397768546678,-0.5968243099918478
10,-16.552939571108357,9.614040360459322e-13,-3.70134981084445
15,-30.923188728708357,1.0287228733710715e-17,-6.914635207844719
30,-16.49093133417987,1.0279098976509027e-12,-3.6874843475507486
