dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,-1.41398131865726,0.17354438093737076,-0.3161758347432425
5,-7.009364784607098,1.1259722538409427e-06,-1.5673416137474643
10,-5.300307419969231,4.083100965342732e-05,-1.1851847692697726
15,-18.791657239443804,9.856553079831281e-14,-4.201942299727238
30,-20.18759142839635,2.6874442200820165e-14,-4.514082673588631
