nu,global_avg_wasserstein_distance,global_avg_mmd_rff,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_mmd_rff_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std,ws_dist_glass_delta,mmd_rff_glass_delta
1,4.746866294331448,0.03179481655423093,-0.1680164849236953,1.027641894785582,339.4921948443608,1.4370018362998962,1.9118759068396773,0.01141203935907521,0.185471417385528,0.01842178909075872,183.78700885693493,0.06468814679381032,-0.16801648492369536,5.835995096409924
2,0.21105988639675152,0.021387449974840243,3.3933549910889886,1.0116664812544038,740.9671862344562,1.4759672999382019,0.05637909057587315,0.008514024598214744,1.9373815587729422,0.004882795999509485,163.07359839638434,0.1724597357352892,3.393354991088988,2.530726210783907
3,0.11102668128121533,0.02192501468576997,3.7766009126228086,1.0095178119822463,860.3898056694849,1.4650588274002074,0.0349340075786641,0.007199051544522951,2.154904196942466,0.0038087454106202293,114.28774448646024,0.09709179572021026,3.776600912622807,1.8762930913022131
5,0.06154587768425899,0.020188029157032716,2.5616751493561165,1.007127888957592,1111.6163820258585,1.4705310702323913,0.02191518343805137,0.008070650665681906,2.221397210281943,0.0021582669778175212,126.09991209279393,0.11922728209343421,2.5616751493561165,1.5124927541020068
30,0.045231041667367244,0.019354044013337852,3.806150391532924,1.0046843982973221,1303.6562551265276,1.553177535533905,0.020166295538542506,0.008796914449079471,3.643469882282767,0.0020266073260264486,107.66003122469063,0.1945348738177403,3.806150391532925,2.1959890783628015
