mu,global_avg_wasserstein_distance,global_avg_mmd_rff,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_mmd_rff_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std,ws_dist_glass_delta,mmd_rff_glass_delta
"(10, 10, 20, 30, 30)",0.022641942937414977,0.01844224011166432,0.10002064001041033,1.0017575350198233,8792.771571166986,2.8606060981750487,0.0025456125726007165,0.0012365148469427884,0.8151340371356891,0.00048717127255129853,398.0444210163892,0.14124606980985135,0.10002064001041071,0.6581903514300361
