nu,sampler,wasserstein_distance,r_hat,ess,runtime
1,DEMetro,4.314906718687351,1.018409304645555,1276.2502786787966,7.81173038482666
2,DEMetro,0.17978433823695825,1.0073629356117055,3365.978431155099,7.400280952453613
3,DEMetro,0.027449523244670527,1.0033464794487061,6308.361083803159,8.124950408935547
5,DEMetro,0.028047634553420863,1.002211672859025,7512.281459095897,7.911340713500977
30,DEMetro,0.010845405344384296,1.001755689617672,8684.147850090074,7.559129953384399
