nu,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2.1,-10.760632939652044,0.00042286359651357377,-4.8123013467970726
3.0,-2.0853304633935297,0.10538557884777847,-0.9325881343398138
4.0,-6.136414310998425,0.003574910092564093,-2.7442879074990025
10.0,-1.3133662966311157,0.2593294284318725,-0.5873552637248656
50.0,0.7854055706763986,0.47612735567511755,0.35124404918788854
