nu,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2.1,-8.155041492414663,0.001230605242567029,-3.647045427274104
3.0,-11.205043286364033,0.0003612281687253352,-5.011047695827524
4.0,-4.845264313682281,0.008368081309911025,-2.166868074869489
10.0,-3.0857780154146024,0.036724669885415936,-1.3800018811882888
50.0,1.9803815042971977,0.1187497483659562,0.8856535329983651
