mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
5,0.05942798896149971,0.9530188605494923,0.010850016700460466
8,0.5264888182183515,0.6025525960914003,0.09612326733747599
10,-0.6701701551064894,0.5080512796181949,-0.12235577043952008
12,-1.0060165570750677,0.3227284227620296,-0.183672653844566
15,0.22197852591026734,0.8258864240588263,0.0405275486409328
18,0.04682520902757314,0.9629735172268903,0.00854907441476545
