nu,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2.1,-2.6657108517729045,0.012425484966576151,-0.48668998843411
3.0,0.757852207257724,0.45465417924661444,0.1383642497233786
4.0,2.048521959119785,0.04965595200989711,0.3740072288515273
10.0,2.0864768792047017,0.045838053113418306,0.38093681748446556
50.0,4.159118785821335,0.0002592938927171393,0.7593477261126144
