correlation,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
0.0,-9.650235007760525,0.010568100987838723,-5.57156577947369
0.99,-3.0933845914606493,0.09053607377484785,-1.7859664265868465
