correlation,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
0.0,-2.441135935904403,0.1347158172440105,-1.4093904897228762
0.99,-1.9468386126932784,0.19093410052717436,-1.124007797107222
