correlation,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
0.0,-77.24868221712237,3.9208754793115626e-35,-14.103615262622036
0.3,-69.68433144879691,7.665898635200386e-34,-12.722560079724241
0.5,-57.917821355748586,1.5767242140626847e-31,-10.57429907936598
0.9,-30.149983813990627,1.910102362648426e-23,-5.504608747779436
0.95,-14.203730544317814,1.3598666995658408e-14,-2.5932345399493326
0.99,-4.841568308570968,3.9396798032703606e-05,-0.8839453921021507
