dimension,global_median_mean_rmse,global_median_var_rmse,global_median_wasserstein_distance,global_median_runtime,global_median_ess,global_median_ess_per_sec,global_median_r_hat,global_median_mmd_rff,global_q25_mean_rmse,global_q25_var_rmse,global_q25_wasserstein_distance,global_q25_runtime,global_q25_ess,global_q25_ess_per_sec,global_q25_r_hat,global_q25_mmd_rff,global_q75_mean_rmse,global_q75_var_rmse,global_q75_wasserstein_distance,global_q75_runtime,global_q75_ess,global_q75_ess_per_sec,global_q75_r_hat,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mean_rmse_mcmc_mean,mean_rmse_iid_mean,mean_rmse_iid_std,var_rmse_mcmc_mean,var_rmse_iid_mean,var_rmse_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_glass_delta,ws_t_stat,ws_p_value,var_rmse_glass_delta,var_rmse_t_stat,var_rmse_p_value,mean_rmse_glass_delta,mean_rmse_t_stat,mean_rmse_p_value,mmd_rff_glass_delta,mmd_rff_t_stat,mmd_rff_p_value
2,0.03114819058728406,0.06768507886197844,0.0499653603645632,1.1285934448242188,502.79909643262596,439.50676215266964,1.0103655562698424,0.026851511934682822,0.023730051098509668,0.05273724061093711,0.04608709790977299,1.110199213027954,474.2325586858732,398.25436844461353,1.0080794468687437,0.022286897598077417,0.051534284796924096,0.07794786403661441,0.05862589311339408,1.1673977375030518,542.1133240254015,476.08372917818605,1.0127487521242808,0.03112165061279629,0.054299078343267304,0.030462614816118522,0.004821722748913012,0.03879160582606608,0.02228820751312202,0.009619845555761265,0.0629532244886737,0.030634338633378916,0.01611741662109454,0.027804762091156558,0.014742140642173534,0.0036917442108231635,4.943557472797948,6.3625553966697055,1.9371091165701507e-06,2.005215017709209,4.892627297230659,2.5918016537286868e-05,1.7155575125694487,2.632292892751452,0.014601623758418407,3.538333292617366,5.041253327463676,4.092382601794812e-05
5,2.5254501088051757,31.83404180306437,3.5425976187886388,1.1609858274459839,4.986740721122862,4.225273308701257,2.3366243115032974,0.5832790169174162,1.7575888322862476,27.918538655282322,3.0339817893171057,1.137901484966278,4.707127536293736,4.059441035879259,2.212961446377049,0.532626310180325,2.975244690436969,49.30864247189064,4.781871534221026,1.1828178763389587,5.114949962188945,4.3940345266268315,2.722850298532719,0.6169150904525508,3.881492126841084,0.028221465678220932,0.004383661504702641,2.736685287261289,0.021427402002232497,0.00678644263587555,38.38508582582038,0.030865176748959233,0.00855006070624092,0.5803588417949801,0.01363441189542169,0.0033633502728330628,879.0073451221557,14.427195695180973,1.0891028701237208e-11,4485.84190999669,8.508556390183621,6.630495611338203e-08,400.10032220787326,8.38202902488739,8.322139659419219e-08,168.49997292199583,37.47659537072911,2.4080087703825447e-19
10,4.401764743288284,116.50645126698423,8.506501149915948,1.1815632581710815,4.449870846722501,3.772261173951721,3.327779273240397,0.5899155125437306,3.814805434411856,101.87409268357459,7.702759087261905,1.1679120063781738,4.372582774805808,3.625145844275502,3.2266370831378217,0.5533153590005448,5.506155326453742,151.1241102794778,9.783715804335761,1.2096912860870361,4.480773688369531,3.8137354336386537,3.643893265697364,0.6501786810942857,8.587230647434602,0.027825787735555337,0.002930427117973172,4.727805799016207,0.02041743890574014,0.004332930456088393,128.12712663263684,0.03064909669750477,0.005663255567446347,0.6017377415766408,0.013373911966525723,0.002032433923901714,2920.8727994638384,27.662643754138983,8.176189968337373e-17,22618.87637073389,17.047991564625857,5.680104899574434e-13,1086.4213972084196,16.763802629544617,7.667399756704214e-13,289.48731011171986,39.380934100832974,1.0475223447254786e-19
15,5.5657045498041855,140.10755285900711,9.350841628621284,1.1821799278259277,4.372195174016778,3.695373090656141,3.686786202671783,0.5814243538277133,5.182576562012509,126.97199592444547,8.610112578405896,1.1715320348739624,4.344927041780922,3.555820055458971,3.4809146591960975,0.5474462286109745,7.119139523289824,166.67076730509885,10.12082529795717,1.2160701751708984,4.417149831376224,3.7512015806965,3.8315563043965946,0.6061303707993917,9.335658651357637,0.02860028330060112,0.0016212965639201453,6.043757530207291,0.022011223539604923,0.002886149514719468,146.58756419992628,0.029750385876492168,0.006448074272322725,0.5786001875697997,0.01391008016514246,0.0014042276564667695,5740.503357111563,27.443371365678843,9.47914490106417e-17,22728.92768048975,14.97238440104694,5.685325868139051e-12,2086.429090369906,25.43245912827686,3.878845911897641e-16,402.135725503011,53.38251213448864,3.378107607174397e-22
30,6.288399521451487,157.9367382860138,10.103300561450702,1.2459850311279297,4.314043676562222,3.4872319519227215,4.021622366509244,0.5828687234253418,5.914272475511062,131.2666188760618,8.986170838995843,1.2298415303230286,4.291415639953245,3.416909164955494,3.793323150331594,0.5691420489962651,7.110134684880555,178.0606462376003,10.803858824558286,1.2499307990074158,4.355751018546112,3.540131360256061,4.214948688355795,0.6054473304541358,9.934550280547654,0.028443715371212864,0.001407204168711671,6.6623166962897455,0.02188728741180023,0.0020273226174584756,156.92243151478368,0.03142396397295707,0.0036701486757853606,0.5873012409958578,0.01401092720138421,0.0010339500769751795,7039.565960244219,35.887970083646856,6.359191053568067e-19,42747.86157463722,23.531789051410836,1.6255338366624081e-15,3275.4675312618106,25.736294721824553,3.114826286164012e-16,554.466145475451,64.76612655875304,8.841748066567561e-24
