dimension,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2,-1.2857169613139448,0.21399178978912436,-0.2874950525322448
5,-2.9896805541248734,0.007531802531510555,-0.6685128950032456
10,-4.334779922680916,0.00035695199175314173,-0.9692862574615809
15,-5.209501542597481,4.989840705168882e-05,-1.1648799578137983
30,-5.723113070930375,1.6238811836053684e-05,-1.2797269869517893
