dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,-1.8025715111014233,0.08734185076746293,-0.4030672433127299
5,-7.294996623756505,6.41374389566522e-07,-1.6312108346351002
10,-6.770568311250723,1.8177839212461245e-06,-1.513945099026257
15,-11.024112168150124,1.0703741638167898e-09,-2.4650664199566266
30,-14.525118454704304,9.679466316258984e-12,-3.2479152245955523
