dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
2,-1.0807709991458772,0.29332700115950194,-0.24166774222005483
5,-2.4415228328841905,0.024581084061822366,-0.5459411022946908
10,-0.39333484477024466,0.6984509324489191,-0.08795234508255946
15,-0.5840317139858098,0.5660690934886579,-0.1305934613487985
30,1.3026244112485608,0.20827151597367596,0.29127567327024234
