dimension,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2,0.815172271296826,0.42507470506747436,0.18227806119926035
5,-4.459696359039206,0.0002686773885531142,-0.9972184217819972
10,-8.204695920210703,1.1492360583428268e-07,-1.8346257812306321
15,-8.780002246489918,4.097383212926394e-08,-1.963268186575232
30,-12.484100722220091,1.3246819121941233e-10,-2.791529785283834
