dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
2,0.19695970936992765,0.8459506788473186,0.04404152989797605
5,-9.41890626540111,1.368244599415811e-08,-2.106131468313556
10,-21.80320850150566,6.5935600230909706e-15,-4.875345633696798
15,-28.323680339121296,5.2745457034918066e-17,-6.333367461124951
30,-68.08848932795486,3.635293909266487e-24,-15.225049062257604
