dimension,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2,-1.4300924526995433,0.1689299722612789,-0.31977839383455814
5,-1.9128635086290366,0.0709587559898539,-0.42772928369732816
10,0.08303610394209235,0.9346914229341514,0.018567437300125673
15,-0.25237115406926885,0.8034641882810931,-0.05643190560589578
30,1.672815861053162,0.11074950367985159,0.3740529979154713
