means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",HMC,0.36971821415352774,1.743045805061459,6.202727881246061,12
"(5, -5)",HMC,0.06964438432814357,1.737050886405706,6.235148764257107,10
