means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",Metro,0.42978904336624846,1.7669018696585346,6.195325835967073,12
"(5, -5)",Metro,0.11000877067378556,1.779460688336079,6.160893860237515,10
