correlation,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
0.0,-279.1701783958417,9.877294555689812e-10,-124.84869923676902
0.3,-46.6484448439036,1.2632032358845506e-06,-20.8618187431236
0.5,-90.42242068743946,8.967940208674353e-08,-40.43813586943958
0.9,-69.18203392279798,2.615611613277363e-07,-30.939146134614546
0.99,-73.63704644843257,2.0381307721724292e-07,-32.93148830420094
