a,sampler,wasserstein_distance,r_hat,ess,runtime
1,HMC,0.08144699373773617,1.0015626357255831,12365.435219274013,12.6550612449646
2,HMC,0.10868477397177352,1.0010991571073484,10400.171614021849,12.138615369796753
3,HMC,0.11558878398664088,1.0027312199896077,6493.047315176797,13.193211793899536
5,HMC,0.5346317512947563,1.0045560548814312,4118.390726047174,13.535989999771118
