a,sampler,wasserstein_distance,r_hat,ess,runtime
1,Metro,0.12141670406118592,1.0036994914883188,4605.30133939698,5.989918231964111
2,Metro,0.08005666137574566,1.0059114032499912,4096.786147551744,6.142136812210083
3,Metro,0.15868258906208266,1.0056198114592854,3949.9481418786063,6.164032936096191
5,Metro,0.20337864446481496,1.0119133668435896,1680.3379262495414,6.163379669189453
