mu,global_avg_wasserstein_distance,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
5,0.058270486951484755,1.0102066785972392,2299.3520863408908,7.336881523132324,0.03025731347490684,0.0022775353687788055,164.0167082702003,0.40560903754249295
6,0.08620028195064468,1.0145758527752962,1632.7362770080827,7.073853616714477,0.04754210141504505,0.0033000463972560224,180.38637838126178,0.23688096882788193
7,0.09373819665508375,1.0216949065793433,1085.1050538956647,7.020020914077759,0.05257815529295848,0.004655293982224436,108.76236827992624,0.437007468997705
8,0.1602624308326793,1.0353982714673295,634.5923414693834,6.948258557319641,0.10558004171179612,0.007452887367259623,143.84332053799284,0.14585057289549758
9,0.21341304047010612,1.0606304811433567,302.5886507966989,6.968130621910095,0.15905680292027188,0.01254977726547158,104.72790406755732,0.20779881218114046
10,0.32795145036000906,1.1004744648941938,160.48508566269146,7.25747585773468,0.2471058556648461,0.02352300926881027,39.06329547314808,0.3978240945717631
11,0.4299727221614804,1.1565289881965202,103.24161529581707,7.206217222213745,0.41502532521058716,0.03476044752305835,64.62885806674686,0.3346036301654811
12,0.6196345476287484,1.2442543606184966,64.00623524339483,6.9538758182525635,0.5630052662949159,0.04939167764028599,11.531315199447205,0.14371080566229502
13,0.7200393361537446,1.306065385641421,53.21257907205359,6.964319705963135,0.42128724741932955,0.06372913349067016,9.995484995648418,0.18874666286598207
14,1.1407047691199521,1.3906033526465913,45.377447715935425,6.925518584251404,0.9758183951600921,0.08784645001798448,8.606245092505374,0.1896916092959805
15,2.0090856270394797,1.5051983036863748,37.42276992293716,7.151054310798645,1.1060125995435626,0.06380556744905239,2.8952014545195475,0.3981993123164318
16,3.3362141685711477,1.5992389398816758,34.06441274110967,7.370795559883118,1.2932419075321797,0.06165768845721671,2.029789874102152,0.3966054057949376
17,4.4255237753504835,1.6538498690467558,32.35883357646369,6.961247367858887,0.812635556897688,0.03036423384989992,0.7214130343431768,0.15836100807585443
18,5.1667061752841,1.6760802228828968,31.84915724018038,6.949710783958435,0.6209719028152463,0.016648608419589917,0.39329429674444844,0.134263136159728
19,5.653146028136806,1.6838465505907123,31.687683796214742,6.926569232940674,0.3753940225709455,0.01268003652019716,0.29533674663492676,0.16297497465155955
20,5.920585477459081,1.684957527708133,31.664499415916193,7.203070588111878,0.33510748327609075,0.007979896312176209,0.21021420952623382,0.44468664722505513
