mu,global_median_mean_rmse,global_median_var_rmse,global_median_wasserstein_distance,global_median_runtime,global_median_ess,global_median_ess_per_sec,global_median_r_hat,global_median_mode_transitions,global_median_mmd_rff,global_q25_mean_rmse,global_q25_var_rmse,global_q25_wasserstein_distance,global_q25_runtime,global_q25_ess,global_q25_ess_per_sec,global_q25_r_hat,global_q25_mode_transitions,global_q25_mmd_rff,global_q75_mean_rmse,global_q75_var_rmse,global_q75_wasserstein_distance,global_q75_runtime,global_q75_ess,global_q75_ess_per_sec,global_q75_r_hat,global_q75_mode_transitions,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mean_rmse_mcmc_mean,mean_rmse_iid_mean,mean_rmse_iid_std,var_rmse_mcmc_mean,var_rmse_iid_mean,var_rmse_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_glass_delta,ws_t_stat,ws_p_value,var_rmse_glass_delta,var_rmse_t_stat,var_rmse_p_value,mean_rmse_glass_delta,mean_rmse_t_stat,mean_rmse_p_value,mmd_rff_glass_delta,mmd_rff_t_stat,mmd_rff_p_value
"(0, 0)",0.01785719978850943,0.02929168834290553,0.028591563334298378,1.5300312042236328,4031.2161729379877,2548.5892599914014,,,0.013994269630578052,0.010083305697615435,0.019537992841870654,0.023854068783690716,1.5170010328292847,3822.0138142689584,2379.126940639252,,,0.010447505174416442,0.024378324771040804,0.03461105233096497,0.03353812944454378,1.5382084250450134,4159.877928149701,2699.1994575499994,,,0.01554598732531151,0.028884776191830587,0.02753794399434225,0.005559477876636485,0.018000717617076865,0.017594089429929634,0.00875080501540138,0.03173750583114989,0.026689921286695062,0.013361518795616928,0.013460624345075771,0.012616068048450495,0.004168248808793029,0.24225875655488324,0.8695833246658294,0.3881837076297341,0.37777026860977986,1.1766140119227937,0.24475276936526735,0.046467517723405675,0.1736989168894862,0.8627097420846629,0.2026165748176219,0.8085596179406493,0.4220852639917647
