dimension,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2,0.05937048967493542,0.9580556697981183,0.03427756819574386
3,0.5762958988171016,0.6226273991375073,0.33272459231493096
10,-2.860636537510587,0.10356323057066681,-1.6515892749854166
30,-5.97836903082381,0.02685710819972676,-3.451612969261049
50,-9.514979991457945,0.010865772477464354,-5.493476259402148
