nu,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2.1,-31.771007255575242,1.889427376982196e-14,-8.203238799538529
2.5,-45.73753303724237,1.205576097632071e-16,-11.809380249990083
3.0,-30.832269977614356,2.859416857331817e-14,-7.960857876604755
4.0,-40.41017888818851,6.742514352364261e-16,-10.433863323414442
10.0,-38.72465433046518,1.2181837966866092e-15,-9.998662753968704
50.0,-18.87853231511354,2.3476920921140845e-11,-4.874416083818219
