nu,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2.1,17.308361372272785,7.555242903092005e-11,4.468999689663483
2.5,9.635649953906603,1.4764142430389358e-07,2.487914120090969
3.0,21.974721228618304,2.989743369390023e-12,5.673848623732618
4.0,19.864385347249435,1.1792162479742201e-11,5.12896224216958
10.0,16.29600372875558,1.6921409578894338e-10,4.207610070080288
50.0,9.30275338838545,2.2692202959697082e-07,2.401960596472764
