nu,ws_t_stat,ws_p_value,ws_paired_cohens_d
2.1,-34.44844891999618,6.1690764505138895e-15,-8.894551264654805
2.5,-11.999434301075766,9.358992464478724e-09,-3.098240614131765
3.0,-78.52577176655632,6.417843113348874e-20,-20.275267086663813
4.0,-49.146706882145224,4.432305470553936e-17,-12.68962515169906
10.0,-43.421088176896326,2.4838664592673465e-16,-11.211276758888216
50.0,-0.057318117217597976,0.9551018379569053,-0.014799474227981438
