nu,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2.1,-20.232206054286156,9.19520416123684e-12,-5.223933140352477
2.5,-11.94955800986944,9.872810394955824e-09,-3.0853626111175854
3.0,-28.933356642599332,6.87334664375577e-14,-7.470560561777797
4.0,-23.486607110451708,1.2053197760665751e-12,-6.064215879846411
10.0,-19.431814166020285,1.588782940177536e-11,-5.017272843439595
50.0,-9.526864575532898,1.6969514966689167e-07,-2.4598258561741537
