mu,global_median_wasserstein_distance,global_median_r_hat,global_median_ess,global_median_runtime,global_median_mmd_rff,global_q25_wasserstein_distance,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q25_mmd_rff,global_q75_wasserstein_distance,global_q75_r_hat,global_q75_ess,global_q75_runtime,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_dist_glass_delta,mmd_rff_glass_delta
"(-20, 0, 0, 0, 0)",1.7203478972157014,,,4.717893481254578,0.24340371827992102,1.2279361782117304,,,4.691174685955048,0.16446418484409359,3.092428166314404,,,5.088658690452576,0.3234433214770267,2.27541820044537,0.12731390368138348,0.049094067870802956,0.26835482355889634,0.012061821906179914,0.0057441484665784635,43.75486468990481,44.61810190734483
