nu,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2.1,-0.1804167490033818,0.8580802909962576,-0.03293944106029997
3.0,-1.940513183721973,0.0620950866410577,-0.3542876146202304
4.0,-2.185162734457299,0.03710261525019611,-0.3989543071606447
10.0,-3.673474522899487,0.0009632369678366764,-0.6706816202041923
50.0,-4.474970559852968,0.00010880435855107538,-0.8170141066009976
