dimension,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2,-0.14756909104168991,0.8962163798788779,-0.08519905443698807
3,0.10914253702274307,0.9230533805914504,0.06301347313011942
10,-3.5443610846799922,0.07120459639746371,-2.0463378263452277
30,-1.553681962876927,0.2604806889367718,-0.8970186995020599
50,-3.7613686006083817,0.06397391181006354,-2.1716271740826554
