nu,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2.1,-47.75526901382646,4.010006136710755e-29,-8.718879359533412
3.0,-63.608600451649835,1.0623935508917428e-32,-11.613288439567304
4.0,-65.7440254727029,4.103784422535204e-33,-12.003161924197874
10.0,-52.72232675913921,2.347875543589082e-30,-9.625735883379594
50.0,-7.897328707627362,1.039640264951103e-08,-1.4418483590668756
