dimension,global_median_wasserstein_distance,global_median_mmd_rff,global_median_r_hat,global_median_ess,global_median_runtime,global_q25_wasserstein_distance,global_q25_mmd_rff,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q75_wasserstein_distance,global_q75_mmd_rff,global_q75_r_hat,global_q75_ess,global_q75_runtime,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_mcmc_mean,mmd_iid_mean,mmd_iid_std,ws_dist_glass_delta,mmd_rff_glass_delta
2,0.15116974915799236,0.025384730147237695,1.0070455115792276,776.0433678145755,2.304805874824524,0.13481750134240247,0.023174455176810358,1.0050601326816448,682.3011271994229,2.263461172580719,0.19570160119095348,0.03275786424147819,1.0094741983005606,836.7209397040189,2.350313365459442,0.1805037919678591,0.11715079181924175,0.03793583624095221,0.029852105655686318,0.018106071009607063,0.004548050712674127,1.6700040496333384,2.5826525226173027
5,0.17575229851709961,0.030651471048189584,1.0128285690685415,495.18317408580987,2.769989848136902,0.14945929431604565,0.026677867396756497,1.0086938889788715,445.5406103449496,2.672448694705963,0.20923902007233952,0.0399114461369197,1.0212245073258606,593.513642653409,2.9178619384765625,0.19453911502916313,0.10541077512946474,0.032483226000701186,0.0441191345269636,0.019390716232040285,0.0020203944176141707,2.74382661062588,12.239401415553523
10,0.23709908647599964,0.036127341719777446,1.0256045124916806,293.80983604712975,2.901944875717163,0.1544104371606743,0.0299302518978739,1.018650447977916,207.09256691775371,2.7846561670303345,0.29220420429528715,0.04357397158422665,1.036858307707236,346.01009593145574,3.110397219657898,0.25284232529866524,0.12294282429010375,0.10934626516665939,0.046462537438553934,0.02177757868894269,0.0020633094308457577,1.1879646809205235,11.963769651114712
15,0.26722020516098377,0.04620212013486023,1.0447197661472911,192.99275468185925,2.841727137565613,0.20780159564555875,0.03578247556197986,1.029234512211969,114.26014319705747,2.755995750427246,0.3410926139260422,0.07080365823426873,1.077914781652275,219.96216540775634,2.9808035492897034,0.2991951312295369,0.10160778272938213,0.028107924424574923,0.07220985144197917,0.022281905112761884,0.0017699572474536276,7.029595836233392,28.20856063108122
30,0.41062102422945823,0.053008211347449825,1.1107530835549828,77.2685867062637,3.0207056999206543,0.2708178572542005,0.03596963201686999,1.0718895096615932,35.47341853530547,2.8736486434936523,0.5256870028258616,0.07031695956488898,1.1528717195922025,101.03046406060513,3.2252007126808167,0.4863540237118774,0.10360624859424698,0.036068207879172205,0.06775553305343056,0.022318859843359535,0.0007302688235927865,10.611776897810616,62.219105817130554
