nu,sampler,wasserstein_distance,r_hat,ess,runtime
1,Metro,5.7560495690122195,1.0194918442102252,842.3567000344069,8.15187406539917
2,Metro,0.1850196150016842,1.0210601024783494,1086.9221979106535,8.174254179000854
5,Metro,0.13795272638910014,1.0220746682318194,875.0122185055641,8.165126323699951
10,Metro,0.13323529108152793,1.0263882695419098,879.4024372068176,8.053806066513062
