nu,sampler,wasserstein_distance,reference_swd,relative_swd,swd_zscore,r_hat,ess,runtime
1,Metro,4.036594959152245,6.176886988878369,-2.1402920297261243,-0.21286329995633135,1.0265675695176546,147.43595401709072,4.655151128768921
2,Metro,0.3381994064513879,0.1999672295255523,0.13823217692583561,2.3518827886276736,1.0305012903993742,153.6140856115923,6.363900899887085
5,Metro,0.5066912395323857,0.11703511987915804,0.38965611965322766,6.710083721035407,1.1533120880087677,21.965543385110657,3.9663264751434326
10,Metro,0.3185792876876377,0.11050500288427387,0.20807428480336385,3.525707340650145,1.088231474440691,43.76543221732115,3.644726514816284
