nu,sampler,wasserstein_distance,reference_swd,relative_swd,swd_zscore,r_hat,ess,runtime
1,HMC,5.82505403890505,6.176886988878369,-0.3518329499733195,-0.034991637460928635,1.060628043754612,151.42970962209446,12.98842740058899
2,HMC,0.3412843576465169,0.1999672295255523,0.14131712812096459,2.4043701600988827,1.0680183682458906,105.58234521925331,6.9029700756073
5,HMC,0.2267913444238526,0.11703511987915804,0.10975622454469455,1.8900600258891926,1.053201753183693,75.03979688583844,4.346797466278076
10,HMC,1.4287372818632949,0.11050500288427387,1.318232278979021,22.336740107363653,1.128462068921676,27.409990338667924,3.9826154708862305
