nu,sampler,wasserstein_distance,reference_swd,relative_swd,swd_zscore,r_hat,ess,runtime
1,DEMetro,3.3306947306277572,6.176886988878369,-2.846192258250612,-0.2830687906074732,1.030086305364731,191.64305179721416,6.602704286575317
2,DEMetro,0.6030705980246752,0.1999672295255523,0.4031033684991229,6.858402258394406,1.0410454729443726,220.6498132538061,3.9186367988586426
5,DEMetro,0.4751351346072982,0.11703511987915804,0.3581000147281402,6.166670964819605,1.050307757358606,203.16655767825657,4.37816309928894
10,DEMetro,0.2433617962871372,0.11050500288427387,0.13285679340286333,2.2511872247855127,1.0763443002842195,150.4143232754831,4.702765941619873
