run_id,mu,sampler,wasserstein_distance,mmd_rff,r_hat,ess,runtime
4,"(0, 0, 0, 0, 0)",SMC,0.021707010962510695,0.01979062600677572,1.0008105171156054,3799.9969856322764,1.8132336139678955
