mu,sampler,wasserstein_distance,swd_zscore,r_hat,ess,runtime
"(10, -10)",HMC,3.604146992671174,101.84300549815856,1.0011636262154893,9414.94696510779,11.386008739471436
"(20, 20)",HMC,10.018207365646784,146.93415565152296,1.00068629335619,5737.096408282212,13.039786338806152
"(5, 5)",HMC,2.362196779504747,46.6156096654229,1.0721530997372755,113.56890711725764,11.826406002044678
"(50, -50)",HMC,16.22476466239733,134.8712152516183,1.5015633119729586,14.739351059342502,14.27045488357544
