mu,sampler,wasserstein_distance,swd_zscore,r_hat,ess,runtime
"(10, -10)",DEMetro,4.048785746977202,114.72770119728501,1.0351921969169076,390.73037131313174,8.730628967285156
"(20, 20)",DEMetro,9.00032168398096,131.76783433669723,1.0061499682719182,1263.2382083444816,9.873917818069458
"(5, 5)",DEMetro,0.5055247955528912,8.262702955606521,1.0389487292540525,376.46952836812267,10.217823028564453
"(50, -50)",DEMetro,21.519423353838,179.64074132674537,1.0238008259376223,713.5521436817426,12.110790729522705
