mu,sampler,wasserstein_distance,swd_zscore,r_hat,ess,runtime
"(10, -10)",Metro,5.09336945427867,144.99753951097676,1.4294044590833577,20.313263997656968,8.123600959777832
"(20, 20)",Metro,10.622421642252762,155.93684429040266,1.0092649942736194,1396.856631906955,8.035078287124634
"(5, 5)",Metro,3.808446130813999,76.49049706036004,1.0507303393809615,137.5253175478402,7.363694667816162
"(50, -50)",Metro,20.816440716838645,173.69660000780027,1.0042606431537422,1947.2753892781586,8.724342823028564
