dimension,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2,-3.549815085408469,0.0013370013605148241,-0.6481045990834488
5,-38.57240473098266,1.786903528894259e-26,-7.042325389459397
10,-76.84945237330072,4.553389589542282e-35,-14.030726198925242
15,-84.77167711309411,2.6788780566753916e-36,-15.477119930795356
30,-1.0600341429438311,0.2978783837210228,-0.19353487060533067
