dimension,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2,-15.616548471642654,1.1830542093193696e-15,-2.8511786227638356
5,-98.21645409071715,3.803052690097933e-38,-17.931789141218776
10,-46.08140803194174,1.1139317253455856e-28,-8.413275553564745
15,-43.97942967936251,4.234830722435414e-28,-8.02950856719968
30,-25.131868737622217,3.102154441811557e-21,-4.588430473284857
