dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
2,-11.209598837363208,4.654788205395653e-12,-2.046583381269171
5,-58.074506061803774,1.4588522025016091e-31,-10.602905662006812
10,-128.21344019289194,1.701979855724762e-41,-23.40846445632881
15,-151.19014896124992,1.4383378476993893e-43,-27.603418352880947
30,-30.81481355478023,1.0337205166891969e-23,-5.625989496423029
