dimension,global_median_wasserstein_distance,global_median_r_hat,global_median_ess,global_median_runtime,global_median_mmd,global_median_mmd_rff,global_q25_wasserstein_distance,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q25_mmd,global_q25_mmd_rff,global_q75_wasserstein_distance,global_q75_r_hat,global_q75_ess,global_q75_runtime,global_q75_mmd,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_mcmc_mean,mmd_iid_mean,mmd_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_dist_glass_delta,mmd_glass_delta,mmd_rff_glass_delta
2,1.536718176024388,1.5286169080625145,7.180264177967705,2.684358835220337,0.3183782043907141,0.3175186396289401,0.742351734570696,1.5283735380250505,7.000035863912376,2.498576819896698,0.15130709463135328,0.15245355882656275,1.659873377093082,1.5487570847339518,7.193377384261893,2.8619643449783325,0.3256887522208719,0.3278528581434328,1.3119568253146394,0.07881529992363843,0.03092648802288306,0.262306351732151,0.013740269041683078,0.006292336170676702,0.26399307791227516,0.01377480018265176,0.006148680658349749,39.87331262698104,39.50298838908605,40.694628918454804
5,0.8779535298391856,1.5295876033759326,7.149475501322659,2.711169719696045,0.28220873111747685,0.2761021660445798,0.05683088465671996,1.528524620552691,6.102192277933627,2.685438394546509,0.012803800145887924,0.012789519442505956,0.9635617765939657,1.7329138354420328,7.167283820849117,3.0439167618751526,0.2922158557722555,0.29469205314521535,0.6684666719424309,0.0647014609780907,0.02275637563448393,0.19774496407738332,0.017279672694350177,0.007940889601787014,0.19908233006186593,0.017393200155344558,0.008219986920400445,26.53169470666599,22.726079876796337,22.103335645900295
10,0.6591742130212153,1.5288297798818038,7.158843585904297,3.190390110015869,0.26358803402601894,0.2647718753092076,0.6055646961814314,1.5277729473695594,7.14324925431076,3.025236666202545,0.2565152083526698,0.2600227974726991,0.6772223213895967,1.531315755029385,7.167409063679292,3.4070756435394287,0.2734963649929482,0.2756815994713367,0.6333350014564398,0.046149230327764974,0.013932844268675991,0.26646101215527634,0.013989114482175088,0.005093009387017173,0.2660113967358069,0.014178138231683549,0.005315496721724811,42.14399872743815,49.57224275232814,47.37718254530438
15,0.5116688568973182,1.528640340078915,7.153439021183531,3.241165518760681,0.23973606275793116,0.2331166916054922,0.046603956576173264,1.528215348183943,6.122116880332584,3.22595477104187,0.01501057831600986,0.014580604794762052,0.537869169211194,1.7327172011867222,7.162159741772232,3.5738255381584167,0.2476752468556935,0.24593720001600805,0.41109550616416085,0.04082320000816827,0.004227393371609833,0.18692800009004185,0.013466570864131965,0.002135213335225843,0.18465799850120448,0.01355643015790523,0.002184276631033604,87.58879848813059,81.23845349043904,78.33328705363371
30,0.35949363441170157,1.529301277932048,7.13623934049666,3.485788345336914,0.19019758885671847,0.20110218827158094,0.03607811879896692,1.396975233704328,6.109841199841819,3.4199759364128113,0.01314719188092402,0.012790804741520851,0.47364463976825466,1.732168152965777,1879.5950678055326,3.764110565185547,0.24997491577441092,0.2603132273852593,0.351423269215674,0.0364834695834109,0.00499194979179906,0.18451372489172377,0.014329745038502012,0.003086633984328268,0.19109675539441684,0.014299236709904862,0.0032175089805888293,63.08953670761204,55.135782446929234,54.948570385079904
