mm,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
0,-3.3782722590075025,0.0045033957737564845,-0.8722661465393711
4,-5.091610690462599,0.00016421252345346556,-1.3146482273022195
6,-6.223519902795485,2.2239539986423074e-05,-1.6069059292211543
8,-9.302606531873478,2.2696563175093026e-07,-2.401922678284421
10,-4.371064183264115,0.0006394787715744486,-1.128603919132376
12,-1.8393608035833158,0.08716248046665252,-0.47492091732965824
