correlation,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0.0,-5.220456467035453,0.0001296480008179949,-1.3479160637619412
0.3,-2.3087016531051896,0.03673879101822792,-0.5961042035891955
0.5,-1.7953546841833892,0.09420717263023712,-0.46355858615851614
0.9,-0.5966869859984166,0.560242240483448,-0.15406391731137103
0.95,-2.4923464044415056,0.025845900609734435,-0.6435210744921257
0.99,-0.9427910910287775,0.36177375543786794,-0.24342761296714505
