correlation,ws_t_stat,ws_p_value,ws_paired_cohens_d
0.0,-15.583477515362867,3.0686453789695163e-10,-4.023636592866541
0.3,-10.39844437501175,5.7452596544355466e-08,-2.6848667927256464
0.5,-8.64013781048632,5.527915538794207e-07,-2.230873989930035
0.9,-7.516198234697284,2.8090121307891424e-06,-1.940674039318411
0.95,-6.878871287018651,7.575555711313118e-06,-1.7761169290218408
0.99,-9.248612256799156,2.4361525574405063e-07,-2.3879814164075284
