nu,global_avg_wasserstein_distance,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
1,2.8936472311915873,1.051346234398295,1868.3239785891412,4.7787233114242555,0.5838696244501658,0.045438351212616204,512.1301673282561,0.2696933893269088
2,0.12762509648963732,1.0033118461797572,3002.6029906050003,3.4920571088790893,0.04223092855485579,0.0007793466762022968,195.82548623958553,0.09585116643837044
3,0.0573355608363877,1.0023895668360563,3512.9888290611916,3.3570487976074217,0.009985906883368534,0.0006956116627413701,196.9753828222663,0.11328761026398312
5,0.033277517516694194,1.0020755277791267,3835.565899661461,3.2207751750946043,0.007601669512682173,0.0007817282591810384,107.44019206200119,0.08634651600228235
30,0.019760904602615682,1.0014642526272726,4215.825815575937,3.1808537244796753,0.0066422083076764765,0.00048740465931568943,154.9895226780479,0.10735544192626213
