nu,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2.1,-30.169084756258535,3.86052573426892e-14,-7.789624188753956
2.5,-17.74676223180765,5.399849267646063e-11,-4.582194304859587
3.0,-19.97024074523952,1.0972663073776421e-11,-5.1562939884043635
4.0,-18.16691847580692,3.941527602323258e-11,-4.6906781805805355
10.0,-23.49422554345551,1.1999858425250102e-12,-6.066182950789606
50.0,-19.730825077466328,1.292067763504325e-11,-5.09447712879725
