nu,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2.1,-7.439680509842487,3.1555167239817526e-06,-1.920917247714924
2.5,-7.7247655875186885,2.0535041553002163e-06,-1.994525898254402
3.0,-5.932649233314906,3.6555085252328036e-05,-1.5318034453012552
4.0,-7.550539779349119,2.6667778135858795e-06,-1.9495409880197174
10.0,-7.018534126990609,6.067493922088686e-06,-1.812177719241536
50.0,-5.725468779618062,5.2453995876443486e-05,-1.478309682179417
