correlation,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0.0,-0.6777641221891851,0.5032933332621008,-0.12374223279690146
0.3,-1.785713211904915,0.08460805128545495,-0.32602513579844156
0.5,-1.1864381935871158,0.2450785810289341,-0.21661298723778147
0.9,-3.584844770851497,0.0012187881106383949,-0.6545001153832677
0.95,0.312817156633582,0.7566581469412487,0.05711233768761322
0.99,2.8950392193573893,0.007132924115200486,0.5285594284347296
