a,sampler,wasserstein_distance,r_hat,ess,runtime
1,DEMetro,0.10286145909807545,1.0039076041574468,4686.318183406294,9.222864389419556
2,DEMetro,0.18666845563640802,1.005467241170517,5145.164545499611,9.370651006698608
3,DEMetro,0.12372970333505542,1.0074019083636347,3462.9131199347544,9.008671998977661
5,DEMetro,0.1637604959435685,1.0072522565487296,2836.4375261483915,9.50531268119812
