dimension_corr,global_median_wasserstein_distance,global_median_mmd_rff,global_median_r_hat,global_median_ess,global_median_runtime,global_q25_wasserstein_distance,global_q25_mmd_rff,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q75_wasserstein_distance,global_q75_mmd_rff,global_q75_r_hat,global_q75_ess,global_q75_runtime,ws_dist_glass_delta,mmd_rff_glass_delta
2,0.026800958579341026,0.01723756943514629,1.0004811116649397,3859.89901170626,1.2786548137664795,0.024314302905817976,0.014375246136722516,1.0001908542518527,3769.027328963852,1.257994532585144,0.03160687413772888,0.019458602795987923,1.0009043561870525,3939.3975236438605,1.3051432371139526,-0.0643900021051492,-0.031076496906915888
5,0.02779493297357648,0.021492260998969497,1.001015325282472,3727.7008960147696,1.7444466352462769,0.02507358268978745,0.019799464037627498,1.0006855370452832,3667.2131541635517,1.699083387851715,0.03138649461641423,0.02245035899120507,1.001343607354036,3818.288287691372,1.9646334648132324,-0.09752619488724966,-0.23670995363886174
10,0.028651155616150913,0.022127543977184534,1.0011356029363658,3664.5249677318384,2.2506439685821533,0.026069375457898666,0.02170861724450115,1.0009190594180775,3581.855365578588,2.2029350996017456,0.03128187115866495,0.02291791666174084,1.0015555804826222,3750.014536132978,2.3549457788467407,0.11688885510171687,-0.07223382386620036
15,0.028472394329322595,0.022287372054556553,1.0012523724315434,3597.363680939404,2.8318228721618652,0.02706863612944842,0.021763457887686993,1.0010387351001941,3523.368273425071,2.8012619018554688,0.030217809993686257,0.02269037264094116,1.0016763641475273,3674.8995301995437,2.8869080543518066,0.052525038029550004,-0.007150997163995879
20,0.028219749794247805,0.022274365780125725,1.001393358269125,3629.346984451018,3.0723172426223755,0.026937371527192538,0.021849958358629438,1.0012301329657676,3482.432158595422,3.036587953567505,0.029870207435135687,0.022698709172024344,1.0017226371771408,3704.896746826301,3.2174782156944275,-0.17258246970591035,-0.2273837301021802
