mu,sampler,wasserstein_distance,relative_swd,swd_zscore,r_hat,ess,runtime
0,Metro,0.02426053463493936,0.003027781049117193,0.3100068598042857,1.0010075500992042,1878.0235335965976,1.815131664276123
2,Metro,0.020035682798013835,0.0005892872899464184,0.10362173188494074,1.0010075500992042,1878.0235335965976,2.0043623447418213
