mu,sampler,wasserstein_distance,relative_swd,swd_zscore,r_hat,ess,runtime
0,HMC,0.019553105241652838,-0.0016796483441693273,-0.17197495469602136,1.0009224777911148,3368.468252902963,3.475804328918457
2,HMC,0.018025699494851964,-0.001420696013215452,-0.249818694349918,1.0009224777911148,3368.468252902963,3.136765480041504
