mu,sampler,wasserstein_distance,relative_swd,swd_zscore,r_hat,ess,runtime
0,DEMetro,0.029055706744461132,0.007822953158638967,0.80097242956613,1.0015637302579719,1694.855607480456,3.6929030418395996
2,DEMetro,0.041009972701538715,0.0215635771934713,3.791792649431275,1.0028665782835604,1401.911753756761,3.1558494567871094
