mu,global_median_wasserstein_distance,global_median_runtime,global_median_ess,global_median_ess_per_sec,global_median_r_hat,global_median_mmd_rff,global_q25_wasserstein_distance,global_q25_runtime,global_q25_ess,global_q25_ess_per_sec,global_q25_r_hat,global_q25_mmd_rff,global_q75_wasserstein_distance,global_q75_runtime,global_q75_ess,global_q75_ess_per_sec,global_q75_r_hat,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_glass_delta,ws_t_stat,ws_p_value,mmd_rff_glass_delta,mmd_rff_t_stat,mmd_rff_p_value
"(4, 0, 0, 0, 0)",0.0503633639790417,2.5597407817840576,,,,0.02019260383647815,0.04207078311930514,2.4917726516723633,,,,0.01599745523314792,0.06141450635496779,3.1789456605911255,,,,0.02606362345650095,0.05220240498983472,0.035810844233010106,0.0038504379144918147,0.021309851180939865,0.01352462509828132,0.002517774287141142,4.25706403293299,1.434801187433907,0.27921711451085274,3.0921064379835403,1.2939298229385272,0.3126761610784707
"(6, 0, 0, 0, 0)",0.061981178263791,2.4336166381835938,,,,0.02246336076850914,0.056132171157371076,2.2592504024505615,,,,0.022154598889764454,0.08895351628549607,2.450132131576538,,,,0.0341259535382475,0.0760633988739811,0.034011205599609386,0.0016213760354273409,0.030032581362504928,0.010774547102712669,0.0017939830149388094,25.936113742601453,2.0779916643293284,0.17274717688703561,10.734791856682726,2.4230714421994413,0.13215852934046238
