mu,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
"(4, 0, 0, 0, 0)",-2.9214821513738785,0.09991241245621515,-1.6867185065283958
"(6, 0, 0, 0, 0)",-2.880130112051637,0.10237326371325799,-1.6628438954941598
