mu,global_median_wasserstein_distance,global_median_runtime,global_median_ess,global_median_ess_per_sec,global_median_r_hat,global_median_mmd_rff,global_q25_wasserstein_distance,global_q25_runtime,global_q25_ess,global_q25_ess_per_sec,global_q25_r_hat,global_q25_mmd_rff,global_q75_wasserstein_distance,global_q75_runtime,global_q75_ess,global_q75_ess_per_sec,global_q75_r_hat,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_glass_delta,ws_t_stat,ws_p_value,mmd_rff_glass_delta,mmd_rff_t_stat,mmd_rff_p_value
"(4, 0, 0, 0, 0)",0.3726401992180013,1.710369348526001,,,,0.150471427564721,0.24949295433204377,1.445056676864624,,,,0.09923015560402143,0.4323415184136463,2.109273076057434,,,,0.17090271597734824,0.33034291542445965,0.035810844233010106,0.0038504379144918147,0.12993143853267278,0.01352462509828132,0.002517774287141142,76.49313603601429,2.7350460383795427,0.1116183894382545,46.23401471248161,2.7286893950001216,0.11187863198665529
"(6, 0, 0, 0, 0)",0.459545362295617,1.249640703201294,,,,0.1254310725864997,0.3832149460118739,1.208600401878357,,,,0.11052600183256672,0.7429371832697744,1.3467249870300293,,,,0.16612147919925427,0.5975862987558932,0.034011205599609386,0.0016213760354273409,0.14262129649238076,0.010774547102712669,0.0017939830149388094,347.5906149110833,2.5750923674165813,0.12347976837934992,73.49386716137066,3.965904223436438,0.05790954179901796
