mu,ws_t_stat,ws_p_value,ws_paired_cohens_d
"(4, 0, 0, 0, 0)",-2.8690625982065425,0.10304647475038102,-1.6564540633964346
"(6, 0, 0, 0, 0)",-2.2769833992734587,0.15051257693917344,-1.3146169785108406
